# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-08 19:22:14 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:\Users\aswat\AppData\Local\Temp\tmpb1zv3q3r\gqjg1d7z.json
# init = 2 (Default)
# random
#   seed = 90307
# output
#   file = C:\DataAnalytics_VSC\DataAnalytics\out\bern_1-20220308202214_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.859999
# Diagonal elements of inverse mass matrix:
# 0.237643
-10.8799,0.992906,0.859999,3,7,0,12.2971,0.529843
-10.8206,0.885781,0.859999,1,3,0,11.9837,0.705056
-10.6601,0.949676,0.859999,1,3,0,11.3498,0.577422
-11.0174,0.956098,0.859999,2,3,0,11.1328,0.509476
-11.0345,0.996995,0.859999,1,1,0,11.1042,0.507183
-10.9408,0.972181,0.859999,2,3,0,11.4293,0.520336
-10.76,1,0.859999,2,3,0,10.9104,0.55197
-10.7499,0.921656,0.859999,1,3,0,11.4843,0.692444
-10.585,0.988374,0.859999,2,3,0,10.8973,0.624498
-10.585,0.823592,0.859999,1,3,0,11.9958,0.624498
-11.3213,0.92087,0.859999,2,3,0,11.3215,0.761195
-11.0484,1,0.859999,1,1,0,11.2929,0.735153
-10.5852,0.979951,0.859999,1,3,0,11.3068,0.627248
-10.7746,0.961182,0.859999,1,3,0,10.9086,0.548943
-10.6246,0.967608,0.859999,1,3,0,11.1107,0.658585
-10.7259,0.951223,0.859999,3,7,0,11.1201,0.687505
-11.6955,0.849715,0.859999,3,7,0,12.584,0.788381
-10.5877,0.942801,0.859999,1,3,0,12.5452,0.616146
-11.2946,0.838675,0.859999,1,3,0,11.9646,0.75894
-10.674,1,0.859999,2,3,0,11.2753,0.67499
