# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-08 19:18:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:\Users\aswat\AppData\Local\Temp\tmp7rv_lj8s\57k430iw.json
# init = 2 (Default)
# random
#   seed = 9346
# output
#   file = C:\DataAnalytics_VSC\DataAnalytics\out\bern_1-20220308201842_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.994949
# Diagonal elements of inverse mass matrix:
# 0.261938
-10.6392,1,0.994949,2,3,0,13.0365,0.664223
-11.6059,0.892169,0.994949,2,3,0,11.6888,0.447043
-11.6059,0.527962,0.994949,1,1,0,13.5641,0.447043
-10.9072,1,0.994949,1,1,0,11.4307,0.525465
-10.9173,0.908161,0.994949,2,3,0,11.7227,0.719265
-10.922,0.999027,0.994949,1,1,0,10.9944,0.719885
-11.3145,0.923945,0.994949,1,1,0,11.3237,0.760627
-11.4258,0.826105,0.994949,2,3,0,14.0326,0.463485
-10.6075,1,0.994949,2,3,0,11.3343,0.65039
-10.6062,1,0.994949,1,1,0,10.6119,0.649695
-11.0556,0.880741,0.994949,1,3,0,11.2916,0.504424
-11.0556,0.79825,0.994949,1,1,0,11.7181,0.504424
-11.9578,0.79234,0.994949,1,1,0,11.971,0.41893
-10.8404,0.898761,0.994949,2,3,0,12.8753,0.536531
-10.9307,0.899727,0.994949,1,3,0,11.6342,0.721038
-10.6205,1,0.994949,2,3,0,10.8598,0.592431
-10.6205,0.614085,0.994949,1,3,0,12.4717,0.592431
-10.6268,0.929194,0.994949,2,3,0,11.087,0.659524
-10.7773,0.97624,0.994949,1,3,0,10.7785,0.697636
-10.7694,0.973291,0.994949,2,3,0,11.0874,0.69618
