# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-08 19:24:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:\Users\aswat\AppData\Local\Temp\tmphoqba5u4\9ma2yyn0.json
# init = 2 (Default)
# random
#   seed = 26331
# output
#   file = C:\DataAnalytics_VSC\DataAnalytics\out\bern_1-20220308202411_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.04755
# Diagonal elements of inverse mass matrix:
# 0.281265
-10.6462,0.95248,1.04755,1,3,0,11.6565,0.582103
-10.5945,1,1.04755,1,3,0,10.6309,0.608205
-10.8641,0.902013,1.04755,2,3,0,11.1506,0.532461
-10.9856,0.963269,1.04755,1,1,0,11.0503,0.513855
-10.8783,1,1.04755,2,3,0,11.0236,0.530096
-10.8783,0.935237,1.04755,1,1,0,11.0853,0.530096
-11.8622,0.738796,1.04755,1,1,0,11.8708,0.42613
-11.0676,1,1.04755,2,3,0,11.6718,0.502882
-10.8244,1,1.04755,1,1,0,11.0317,0.539389
-11.1788,0.8966,1.04755,1,1,0,11.2081,0.489399
-11.042,1,1.04755,1,1,0,11.2526,0.506199
-11.042,0.925832,1.04755,1,1,0,11.3148,0.506199
-10.639,1,1.04755,2,3,0,10.9948,0.664152
-10.6531,0.848982,1.04755,2,3,0,11.5583,0.579706
-10.7595,0.902675,1.04755,2,3,0,11.1681,0.552067
-10.5878,0.99758,1.04755,1,3,0,10.7517,0.633953
-11.0571,0.879997,1.04755,1,3,0,11.1458,0.504234
-10.8091,1,1.04755,1,1,0,11.0153,0.542204
-11.832,0.729996,1.04755,1,1,0,11.8332,0.428469
-11.2656,1,1.04755,2,3,0,11.784,0.479752
-11.8891,0.826362,1.04755,1,1,0,12.0082,0.424076
-13.1565,0.689761,1.04755,1,1,0,13.365,0.346232
