# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-08 19:20:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:\Users\aswat\AppData\Local\Temp\tmpzkd5glb9\cvoez78r.json
# init = 2 (Default)
# random
#   seed = 69556
# output
#   file = C:\DataAnalytics_VSC\DataAnalytics\out\bern_1-20220308202055_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.849631
# Diagonal elements of inverse mass matrix:
# 0.317906
-11.8398,1,0.849631,2,3,0,12.7781,0.797208
-11.1447,0.817326,0.849631,1,3,0,14.0451,0.493378
-11.2339,0.979751,0.849631,1,1,0,11.339,0.483191
-10.5969,1,0.849631,2,3,0,11.1353,0.64355
-10.5851,1,0.849631,2,3,0,10.595,0.623157
-11.2765,0.853696,0.849631,1,3,0,11.4994,0.478582
-12.7644,0.714956,0.849631,1,1,0,12.7648,0.367185
-11.3079,0.887751,0.849631,2,3,0,14.1251,0.475272
-11.663,0.922246,0.849631,1,1,0,11.7521,0.442156
-11.2458,1,0.849631,1,1,0,11.635,0.481894
-10.6584,0.934122,0.849631,1,3,0,11.7242,0.670514
-11.0103,0.886976,0.849631,1,3,0,11.4682,0.510436
-10.7683,1,0.849631,1,1,0,10.9607,0.550224
-10.6835,0.954895,0.849631,1,3,0,11.1139,0.67754
-10.7045,0.995809,0.849631,1,1,0,10.7193,0.682725
-10.6186,0.889148,0.849631,2,3,0,11.6153,0.655984
-10.6225,0.987968,0.849631,1,3,0,10.7221,0.591493
-10.6391,0.990701,0.849631,2,3,0,10.712,0.584686
-11.4143,0.903548,0.849631,2,3,0,11.4145,0.768663
-11.2169,1,0.849631,1,1,0,11.4462,0.752073
