# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-08 19:19:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:\Users\aswat\AppData\Local\Temp\tmpg8oqxifs\up16af2z.json
# init = 2 (Default)
# random
#   seed = 90733
# output
#   file = C:\DataAnalytics_VSC\DataAnalytics\out\bern_1-20220308201919_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.08818
# Diagonal elements of inverse mass matrix:
# 0.270437
-12.2363,0.91237,1.08818,1,1,0,12.4142,0.818234
-11.2316,1,1.08818,2,3,0,12.0332,0.753411
-12.4392,0.922841,1.08818,2,3,0,12.4463,0.82757
-10.7678,1,1.08818,2,3,0,12.038,0.55034
-10.7678,0.710579,1.08818,1,1,0,11.4973,0.55034
-11.3741,0.758839,1.08818,2,3,0,12.2485,0.765502
-11.512,0.969259,1.08818,1,1,0,11.6795,0.775947
-11.5862,0.983729,1.08818,1,1,0,11.7998,0.781159
-11.5862,0.740027,1.08818,1,1,0,12.8277,0.781159
-10.7152,0.934798,1.08818,1,3,0,11.8741,0.562135
-10.6311,0.941064,1.08818,2,3,0,11.0455,0.66123
-10.586,0.996168,1.08818,2,3,0,10.6535,0.630499
-11.6163,0.756387,1.08818,1,3,0,11.8019,0.783196
-11.7614,0.989797,1.08818,2,3,0,11.9792,0.792504
-12.2449,0.907243,1.08818,1,1,0,12.4139,0.818646
-11.1868,1,1.08818,2,3,0,12.0208,0.74927
-11.6479,0.899341,1.08818,1,1,0,11.7158,0.785293
-13.8405,0.869005,1.08818,2,3,0,13.8956,0.314189
-13.8405,0.796356,1.08818,1,1,0,15.2745,0.314189
-12.2918,1,1.08818,2,3,0,13.6855,0.395783
-11.0397,1,1.08818,1,1,0,11.9242,0.506498
-11.0397,0.58406,1.08818,1,1,0,12.2168,0.506498
-12.3994,0.649772,1.08818,1,1,0,12.4246,0.388893
-10.8629,1,1.08818,2,3,0,12.248,0.711616
-11.0147,0.92256,1.08818,2,3,0,11.5869,0.509846
